id,Tên tỉnh,Tên tỉnh không dấu,Loại,Tên đầy đủ,Tên xã phường,Loại,slug,name_with_type,path,path_with_type,code,parent_code
14620,Khánh Hòa,khanh-hoa,tinh,Tỉnh Khánh Hòa,Công Hải,xa,cong-hai,Xã Công Hải,"Công Hải, Khánh Hòa","Xã Công Hải, Tỉnh Khánh Hòa",14620,28
14876,Khánh Hòa,khanh-hoa,tinh,Tỉnh Khánh Hòa,Ninh Sơn,xa,ninh-son,Xã Ninh Sơn,"Ninh Sơn, Khánh Hòa","Xã Ninh Sơn, Tỉnh Khánh Hòa",14876,28
15132,Khánh Hòa,khanh-hoa,tinh,Tỉnh Khánh Hòa,Lâm Sơn,xa,lam-son,Xã Lâm Sơn,"Lâm Sơn, Khánh Hòa","Xã Lâm Sơn, Tỉnh Khánh Hòa",15132,28
15388,Khánh Hòa,khanh-hoa,tinh,Tỉnh Khánh Hòa,Anh Dũng,xa,anh-dung,Xã Anh Dũng,"Anh Dũng, Khánh Hòa","Xã Anh Dũng, Tỉnh Khánh Hòa",15388,28
15644,Khánh Hòa,khanh-hoa,tinh,Tỉnh Khánh Hòa,Mỹ Sơn,xa,my-son,Xã Mỹ Sơn,"Mỹ Sơn, Khánh Hòa","Xã Mỹ Sơn, Tỉnh Khánh Hòa",15644,28
15900,Khánh Hòa,khanh-hoa,tinh,Tỉnh Khánh Hòa,Bác Ái Đông,xa,bac-ai-dong,Xã Bác Ái Đông,"Bác Ái Đông, Khánh Hòa","Xã Bác Ái Đông, Tỉnh Khánh Hòa",15900,28
16156,Khánh Hòa,khanh-hoa,tinh,Tỉnh Khánh Hòa,Bác Ái,xa,bac-ai,Xã Bác Ái,"Bác Ái, Khánh Hòa","Xã Bác Ái, Tỉnh Khánh Hòa",16156,28
16412,Khánh Hòa,khanh-hoa,tinh,Tỉnh Khánh Hòa,Bác Ái Tây,xa,bac-ai-tay,Xã Bác Ái Tây,"Bác Ái Tây, Khánh Hòa","Xã Bác Ái Tây, Tỉnh Khánh Hòa",16412,28
16668,Khánh Hòa,khanh-hoa,tinh,Tỉnh Khánh Hòa,Mỹ Bình,phuong,my-binh,Phường Mỹ Bình,"Mỹ Bình, Khánh Hòa","Phường Mỹ Bình, Tỉnh Khánh Hòa",16668,28
285,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Tà Tổng,xa,ta-tong,Xã Tà Tổng,"Tà Tổng, Lai Châu","Xã Tà Tổng, Tỉnh Lai Châu",285,29
541,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Mù Cả,xa,mu-ca,Xã Mù Cả,"Mù Cả, Lai Châu","Xã Mù Cả, Tỉnh Lai Châu",541,29
797,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Thu Lũm,xa,thu-lum,Xã Thu Lũm,"Thu Lũm, Lai Châu","Xã Thu Lũm, Tỉnh Lai Châu",797,29
1053,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Pa Ủ,xa,pa-u,Xã Pa Ủ,"Pa Ủ, Lai Châu","Xã Pa Ủ, Tỉnh Lai Châu",1053,29
1309,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Nậm Cuổi,xa,nam-cuoi,Xã Nậm Cuổi,"Nậm Cuổi, Lai Châu","Xã Nậm Cuổi, Tỉnh Lai Châu",1309,29
1565,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Nậm Mạ,xa,nam-ma,Xã Nậm Mạ,"Nậm Mạ, Lai Châu","Xã Nậm Mạ, Tỉnh Lai Châu",1565,29
1821,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Lê Lợi,xa,le-loi,Xã Lê Lợi,"Lê Lợi, Lai Châu","Xã Lê Lợi, Tỉnh Lai Châu",1821,29
2077,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Nậm Hàng,xa,nam-hang,Xã Nậm Hàng,"Nậm Hàng, Lai Châu","Xã Nậm Hàng, Tỉnh Lai Châu",2077,29
2333,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Mường Kim,xa,muong-kim,Xã Mường Kim,"Mường Kim, Lai Châu","Xã Mường Kim, Tỉnh Lai Châu",2333,29
2589,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Khoen On,xa,khoen-on,Xã Khoen On,"Khoen On, Lai Châu","Xã Khoen On, Tỉnh Lai Châu",2589,29
2845,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Than Uyên,xa,than-uyen,Xã Than Uyên,"Than Uyên, Lai Châu","Xã Than Uyên, Tỉnh Lai Châu",2845,29
3101,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Mường Than,xa,muong-than,Xã Mường Than,"Mường Than, Lai Châu","Xã Mường Than, Tỉnh Lai Châu",3101,29
3357,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Pắc Ta,xa,pac-ta,Xã Pắc Ta,"Pắc Ta, Lai Châu","Xã Pắc Ta, Tỉnh Lai Châu",3357,29
3613,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Nậm Sỏ,xa,nam-so,Xã Nậm Sỏ,"Nậm Sỏ, Lai Châu","Xã Nậm Sỏ, Tỉnh Lai Châu",3613,29
3869,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Tân Uyên,xa,tan-uyen,Xã Tân Uyên,"Tân Uyên, Lai Châu","Xã Tân Uyên, Tỉnh Lai Châu",3869,29
4125,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Mường Khoa,xa,muong-khoa,Xã Mường Khoa,"Mường Khoa, Lai Châu","Xã Mường Khoa, Tỉnh Lai Châu",4125,29
4381,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Bản Bo,xa,ban-bo,Xã Bản Bo,"Bản Bo, Lai Châu","Xã Bản Bo, Tỉnh Lai Châu",4381,29
4637,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Bình Lư,xa,binh-lu,Xã Bình Lư,"Bình Lư, Lai Châu","Xã Bình Lư, Tỉnh Lai Châu",4637,29
4893,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Tả Lèng,xa,ta-leng,Xã Tả Lèng,"Tả Lèng, Lai Châu","Xã Tả Lèng, Tỉnh Lai Châu",4893,29
5149,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Khun Há,xa,khun-ha,Xã Khun Há,"Khun Há, Lai Châu","Xã Khun Há, Tỉnh Lai Châu",5149,29
5405,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Tân Phong,phuong,tan-phong,Phường Tân Phong,"Tân Phong, Lai Châu","Phường Tân Phong, Tỉnh Lai Châu",5405,29
5661,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Đoàn Kết,phuong,doan-ket,Phường Đoàn Kết,"Đoàn Kết, Lai Châu","Phường Đoàn Kết, Tỉnh Lai Châu",5661,29
5917,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Sin Suối Hồ,xa,sin-suoi-ho,Xã Sin Suối Hồ,"Sin Suối Hồ, Lai Châu","Xã Sin Suối Hồ, Tỉnh Lai Châu",5917,29
6173,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Phong Thổ,xa,phong-tho,Xã Phong Thổ,"Phong Thổ, Lai Châu","Xã Phong Thổ, Tỉnh Lai Châu",6173,29
6429,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Sì Lở Lầu,xa,si-lo-lau,Xã Sì Lở Lầu,"Sì Lở Lầu, Lai Châu","Xã Sì Lở Lầu, Tỉnh Lai Châu",6429,29
6685,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Dào San,xa,dao-san,Xã Dào San,"Dào San, Lai Châu","Xã Dào San, Tỉnh Lai Châu",6685,29
6941,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Khổng Lào,xa,khong-lao,Xã Khổng Lào,"Khổng Lào, Lai Châu","Xã Khổng Lào, Tỉnh Lai Châu",6941,29
7197,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Tủa Sín Chải,xa,tua-sin-chai,Xã Tủa Sín Chải,"Tủa Sín Chải, Lai Châu","Xã Tủa Sín Chải, Tỉnh Lai Châu",7197,29
7453,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Sìn Hồ,xa,sin-ho,Xã Sìn Hồ,"Sìn Hồ, Lai Châu","Xã Sìn Hồ, Tỉnh Lai Châu",7453,29
7709,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Hồng Thu,xa,hong-thu,Xã Hồng Thu,"Hồng Thu, Lai Châu","Xã Hồng Thu, Tỉnh Lai Châu",7709,29
7965,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Nậm Tăm,xa,nam-tam,Xã Nậm Tăm,"Nậm Tăm, Lai Châu","Xã Nậm Tăm, Tỉnh Lai Châu",7965,29
8221,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Pu Sam Cáp,xa,pu-sam-cap,Xã Pu Sam Cáp,"Pu Sam Cáp, Lai Châu","Xã Pu Sam Cáp, Tỉnh Lai Châu",8221,29
8477,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Mường Mô,xa,muong-mo,Xã Mường Mô,"Mường Mô, Lai Châu","Xã Mường Mô, Tỉnh Lai Châu",8477,29
8733,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Hua Bun,xa,hua-bun,Xã Hua Bun,"Hua Bun, Lai Châu","Xã Hua Bun, Tỉnh Lai Châu",8733,29
8989,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Pa Tần,xa,pa-tan,Xã Pa Tần,"Pa Tần, Lai Châu","Xã Pa Tần, Tỉnh Lai Châu",8989,29
9245,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Bum Nưa,xa,bum-nua,Xã Bum Nưa,"Bum Nưa, Lai Châu","Xã Bum Nưa, Tỉnh Lai Châu",9245,29
9501,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Bum Tở,xa,bum-to,Xã Bum Tở,"Bum Tở, Lai Châu","Xã Bum Tở, Tỉnh Lai Châu",9501,29
9757,Lai Châu,lai-chau,tinh,Tỉnh Lai Châu,Mường Tè,xa,muong-te,Xã Mường Tè,"Mường Tè, Lai Châu","Xã Mường Tè, Tỉnh Lai Châu",9757,29
286,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Quảng Hòa,xa,quang-hoa,Xã Quảng Hòa,"Quảng Hòa, Lâm Đồng","Xã Quảng Hòa, Tỉnh Lâm Đồng",286,30
542,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Quảng Sơn,xa,quang-son,Xã Quảng Sơn,"Quảng Sơn, Lâm Đồng","Xã Quảng Sơn, Tỉnh Lâm Đồng",542,30
798,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Quảng Trực,xa,quang-truc,Xã Quảng Trực,"Quảng Trực, Lâm Đồng","Xã Quảng Trực, Tỉnh Lâm Đồng",798,30
1054,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Ninh Gia,xa,ninh-gia,Xã Ninh Gia,"Ninh Gia, Lâm Đồng","Xã Ninh Gia, Tỉnh Lâm Đồng",1054,30
1310,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Phan Rí Cửa,xa,phan-ri-cua,Xã Phan Rí Cửa,"Phan Rí Cửa, Lâm Đồng","Xã Phan Rí Cửa, Tỉnh Lâm Đồng",1310,30
1566,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tuy Phong,xa,tuy-phong,Xã Tuy Phong,"Tuy Phong, Lâm Đồng","Xã Tuy Phong, Tỉnh Lâm Đồng",1566,30
1822,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hòa Thắng,xa,hoa-thang,Xã Hòa Thắng,"Hòa Thắng, Lâm Đồng","Xã Hòa Thắng, Tỉnh Lâm Đồng",1822,30
2078,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đặc Khu Phú Quý,xa,dac-khu-phu-quy,Xã Đặc Khu Phú Quý,"Đặc Khu Phú Quý, Lâm Đồng","Xã Đặc Khu Phú Quý, Tỉnh Lâm Đồng",2078,30
2334,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hồng Thái,xa,hong-thai,Xã Hồng Thái,"Hồng Thái, Lâm Đồng","Xã Hồng Thái, Tỉnh Lâm Đồng",2334,30
2590,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đạ Huoai 3,xa,da-huoai-3,Xã Đạ Huoai 3,"Đạ Huoai 3, Lâm Đồng","Xã Đạ Huoai 3, Tỉnh Lâm Đồng",2590,30
2846,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Xuân Hương-Đà Lạt,phuong,xuan-huongda-lat,Phường Xuân Hương-Đà Lạt,"Xuân Hương-Đà Lạt, Lâm Đồng","Phường Xuân Hương-Đà Lạt, Tỉnh Lâm Đồng",2846,30
3102,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Cam Ly-Đà Lạt,phuong,cam-lyda-lat,Phường Cam Ly-Đà Lạt,"Cam Ly-Đà Lạt, Lâm Đồng","Phường Cam Ly-Đà Lạt, Tỉnh Lâm Đồng",3102,30
3358,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Lâm Viên-Đà Lạt,phuong,lam-vienda-lat,Phường Lâm Viên-Đà Lạt,"Lâm Viên-Đà Lạt, Lâm Đồng","Phường Lâm Viên-Đà Lạt, Tỉnh Lâm Đồng",3358,30
3614,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Xuân Trường-Đà Lạt,phuong,xuan-truongda-lat,Phường Xuân Trường-Đà Lạt,"Xuân Trường-Đà Lạt, Lâm Đồng","Phường Xuân Trường-Đà Lạt, Tỉnh Lâm Đồng",3614,30
3870,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Lang Biang-Đà Lạt,phuong,lang-biangda-lat,Phường Lang Biang-Đà Lạt,"Lang Biang-Đà Lạt, Lâm Đồng","Phường Lang Biang-Đà Lạt, Tỉnh Lâm Đồng",3870,30
4126,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,1 Bảo Lộc,phuong,1-bao-loc,Phường 1 Bảo Lộc,"1 Bảo Lộc, Lâm Đồng","Phường 1 Bảo Lộc, Tỉnh Lâm Đồng",4126,30
4382,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,2 Bảo Lộc,phuong,2-bao-loc,Phường 2 Bảo Lộc,"2 Bảo Lộc, Lâm Đồng","Phường 2 Bảo Lộc, Tỉnh Lâm Đồng",4382,30
4638,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,3 Bảo Lộc,phuong,3-bao-loc,Phường 3 Bảo Lộc,"3 Bảo Lộc, Lâm Đồng","Phường 3 Bảo Lộc, Tỉnh Lâm Đồng",4638,30
4894,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,B'Lao,phuong,blao,Phường B'Lao,"B'Lao, Lâm Đồng","Phường B'Lao, Tỉnh Lâm Đồng",4894,30
5150,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đơn Dương,xa,don-duong,Xã Đơn Dương,"Đơn Dương, Lâm Đồng","Xã Đơn Dương, Tỉnh Lâm Đồng",5150,30
5406,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Ka Đô,xa,ka-do,Xã Ka Đô,"Ka Đô, Lâm Đồng","Xã Ka Đô, Tỉnh Lâm Đồng",5406,30
5662,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Quảng Lập,xa,quang-lap,Xã Quảng Lập,"Quảng Lập, Lâm Đồng","Xã Quảng Lập, Tỉnh Lâm Đồng",5662,30
5918,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,D'Ran,xa,dran,Xã D'Ran,"D'Ran, Lâm Đồng","Xã D'Ran, Tỉnh Lâm Đồng",5918,30
6174,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hiệp Thạnh,xa,hiep-thanh,Xã Hiệp Thạnh,"Hiệp Thạnh, Lâm Đồng","Xã Hiệp Thạnh, Tỉnh Lâm Đồng",6174,30
6430,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Lạc Dương,xa,lac-duong,Xã Lạc Dương,"Lạc Dương, Lâm Đồng","Xã Lạc Dương, Tỉnh Lâm Đồng",6430,30
6686,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đức Trọng,xa,duc-trong,Xã Đức Trọng,"Đức Trọng, Lâm Đồng","Xã Đức Trọng, Tỉnh Lâm Đồng",6686,30
6942,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tân Hội,xa,tan-hoi,Xã Tân Hội,"Tân Hội, Lâm Đồng","Xã Tân Hội, Tỉnh Lâm Đồng",6942,30
7198,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tà Hine,xa,ta-hine,Xã Tà Hine,"Tà Hine, Lâm Đồng","Xã Tà Hine, Tỉnh Lâm Đồng",7198,30
7454,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tà Năng,xa,ta-nang,Xã Tà Năng,"Tà Năng, Lâm Đồng","Xã Tà Năng, Tỉnh Lâm Đồng",7454,30
7710,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đinh Văn-Lâm Hà,xa,dinh-vanlam-ha,Xã Đinh Văn-Lâm Hà,"Đinh Văn-Lâm Hà, Lâm Đồng","Xã Đinh Văn-Lâm Hà, Tỉnh Lâm Đồng",7710,30
7966,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Phú Sơn-Lâm Hà,xa,phu-sonlam-ha,Xã Phú Sơn-Lâm Hà,"Phú Sơn-Lâm Hà, Lâm Đồng","Xã Phú Sơn-Lâm Hà, Tỉnh Lâm Đồng",7966,30
8222,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Nam Hà-Lâm Hà,xa,nam-halam-ha,Xã Nam Hà-Lâm Hà,"Nam Hà-Lâm Hà, Lâm Đồng","Xã Nam Hà-Lâm Hà, Tỉnh Lâm Đồng",8222,30
8478,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Nam Ban-Lâm Hà,xa,nam-banlam-ha,Xã Nam Ban-Lâm Hà,"Nam Ban-Lâm Hà, Lâm Đồng","Xã Nam Ban-Lâm Hà, Tỉnh Lâm Đồng",8478,30
8734,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tân Hà-Lâm Hà,xa,tan-halam-ha,Xã Tân Hà-Lâm Hà,"Tân Hà-Lâm Hà, Lâm Đồng","Xã Tân Hà-Lâm Hà, Tỉnh Lâm Đồng",8734,30
8990,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Phúc Thọ-Lâm Hà,xa,phuc-tholam-ha,Xã Phúc Thọ-Lâm Hà,"Phúc Thọ-Lâm Hà, Lâm Đồng","Xã Phúc Thọ-Lâm Hà, Tỉnh Lâm Đồng",8990,30
9246,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đam Rông 1,xa,dam-rong-1,Xã Đam Rông 1,"Đam Rông 1, Lâm Đồng","Xã Đam Rông 1, Tỉnh Lâm Đồng",9246,30
9502,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đam Rông 2,xa,dam-rong-2,Xã Đam Rông 2,"Đam Rông 2, Lâm Đồng","Xã Đam Rông 2, Tỉnh Lâm Đồng",9502,30
9758,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đam Rông 3,xa,dam-rong-3,Xã Đam Rông 3,"Đam Rông 3, Lâm Đồng","Xã Đam Rông 3, Tỉnh Lâm Đồng",9758,30
10014,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đam Rông 4,xa,dam-rong-4,Xã Đam Rông 4,"Đam Rông 4, Lâm Đồng","Xã Đam Rông 4, Tỉnh Lâm Đồng",10014,30
10270,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Di Linh,xa,di-linh,Xã Di Linh,"Di Linh, Lâm Đồng","Xã Di Linh, Tỉnh Lâm Đồng",10270,30
10526,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hòa Ninh,xa,hoa-ninh,Xã Hòa Ninh,"Hòa Ninh, Lâm Đồng","Xã Hòa Ninh, Tỉnh Lâm Đồng",10526,30
10782,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hòa Bắc,xa,hoa-bac,Xã Hòa Bắc,"Hòa Bắc, Lâm Đồng","Xã Hòa Bắc, Tỉnh Lâm Đồng",10782,30
11038,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đinh Trang Thượng,xa,dinh-trang-thuong,Xã Đinh Trang Thượng,"Đinh Trang Thượng, Lâm Đồng","Xã Đinh Trang Thượng, Tỉnh Lâm Đồng",11038,30
11294,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Bảo Thuận,xa,bao-thuan,Xã Bảo Thuận,"Bảo Thuận, Lâm Đồng","Xã Bảo Thuận, Tỉnh Lâm Đồng",11294,30
11550,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Sơn Điền,xa,son-dien,Xã Sơn Điền,"Sơn Điền, Lâm Đồng","Xã Sơn Điền, Tỉnh Lâm Đồng",11550,30
11806,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Gia Hiệp,xa,gia-hiep,Xã Gia Hiệp,"Gia Hiệp, Lâm Đồng","Xã Gia Hiệp, Tỉnh Lâm Đồng",11806,30
12062,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Bảo Lâm 1,xa,bao-lam-1,Xã Bảo Lâm 1,"Bảo Lâm 1, Lâm Đồng","Xã Bảo Lâm 1, Tỉnh Lâm Đồng",12062,30
12318,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Bảo Lâm 2,xa,bao-lam-2,Xã Bảo Lâm 2,"Bảo Lâm 2, Lâm Đồng","Xã Bảo Lâm 2, Tỉnh Lâm Đồng",12318,30
12574,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Bảo Lâm 3,xa,bao-lam-3,Xã Bảo Lâm 3,"Bảo Lâm 3, Lâm Đồng","Xã Bảo Lâm 3, Tỉnh Lâm Đồng",12574,30
12830,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Bảo Lâm 4,xa,bao-lam-4,Xã Bảo Lâm 4,"Bảo Lâm 4, Lâm Đồng","Xã Bảo Lâm 4, Tỉnh Lâm Đồng",12830,30
13086,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Bảo Lâm 5,xa,bao-lam-5,Xã Bảo Lâm 5,"Bảo Lâm 5, Lâm Đồng","Xã Bảo Lâm 5, Tỉnh Lâm Đồng",13086,30
13342,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đạ Huoai,xa,da-huoai,Xã Đạ Huoai,"Đạ Huoai, Lâm Đồng","Xã Đạ Huoai, Tỉnh Lâm Đồng",13342,30
13598,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đạ Huoai 2,xa,da-huoai-2,Xã Đạ Huoai 2,"Đạ Huoai 2, Lâm Đồng","Xã Đạ Huoai 2, Tỉnh Lâm Đồng",13598,30
13854,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đạ Tẻh,xa,da-teh,Xã Đạ Tẻh,"Đạ Tẻh, Lâm Đồng","Xã Đạ Tẻh, Tỉnh Lâm Đồng",13854,30
14110,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đạ Tẻh 2,xa,da-teh-2,Xã Đạ Tẻh 2,"Đạ Tẻh 2, Lâm Đồng","Xã Đạ Tẻh 2, Tỉnh Lâm Đồng",14110,30
14366,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đạ Tẻh 3,xa,da-teh-3,Xã Đạ Tẻh 3,"Đạ Tẻh 3, Lâm Đồng","Xã Đạ Tẻh 3, Tỉnh Lâm Đồng",14366,30
14622,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Cát Tiên,xa,cat-tien,Xã Cát Tiên,"Cát Tiên, Lâm Đồng","Xã Cát Tiên, Tỉnh Lâm Đồng",14622,30
14878,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Cát Tiên 2,xa,cat-tien-2,Xã Cát Tiên 2,"Cát Tiên 2, Lâm Đồng","Xã Cát Tiên 2, Tỉnh Lâm Đồng",14878,30
15134,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Cát Tiên 3,xa,cat-tien-3,Xã Cát Tiên 3,"Cát Tiên 3, Lâm Đồng","Xã Cát Tiên 3, Tỉnh Lâm Đồng",15134,30
15390,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đắk Wil,xa,dak-wil,Xã Đắk Wil,"Đắk Wil, Lâm Đồng","Xã Đắk Wil, Tỉnh Lâm Đồng",15390,30
15646,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Nam Dong,xa,nam-dong,Xã Nam Dong,"Nam Dong, Lâm Đồng","Xã Nam Dong, Tỉnh Lâm Đồng",15646,30
15902,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Cư Jút,xa,cu-jut,Xã Cư Jút,"Cư Jút, Lâm Đồng","Xã Cư Jút, Tỉnh Lâm Đồng",15902,30
16158,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Thuận An,xa,thuan-an,Xã Thuận An,"Thuận An, Lâm Đồng","Xã Thuận An, Tỉnh Lâm Đồng",16158,30
16414,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đức Lập,xa,duc-lap,Xã Đức Lập,"Đức Lập, Lâm Đồng","Xã Đức Lập, Tỉnh Lâm Đồng",16414,30
16670,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đắk Mil,xa,dak-mil,Xã Đắk Mil,"Đắk Mil, Lâm Đồng","Xã Đắk Mil, Tỉnh Lâm Đồng",16670,30
16926,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đắk Sắk,xa,dak-sak,Xã Đắk Sắk,"Đắk Sắk, Lâm Đồng","Xã Đắk Sắk, Tỉnh Lâm Đồng",16926,30
17182,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Nam Đà,xa,nam-da,Xã Nam Đà,"Nam Đà, Lâm Đồng","Xã Nam Đà, Tỉnh Lâm Đồng",17182,30
17438,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Krông Nô,xa,krong-no,Xã Krông Nô,"Krông Nô, Lâm Đồng","Xã Krông Nô, Tỉnh Lâm Đồng",17438,30
17694,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Nâm Nung,xa,nam-nung,Xã Nâm Nung,"Nâm Nung, Lâm Đồng","Xã Nâm Nung, Tỉnh Lâm Đồng",17694,30
17950,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Quảng Phú,xa,quang-phu,Xã Quảng Phú,"Quảng Phú, Lâm Đồng","Xã Quảng Phú, Tỉnh Lâm Đồng",17950,30
18206,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đắk Song,xa,dak-song,Xã Đắk Song,"Đắk Song, Lâm Đồng","Xã Đắk Song, Tỉnh Lâm Đồng",18206,30
