id,Tên tỉnh,Tên tỉnh không dấu,Loại,Tên đầy đủ,Tên xã phường,Loại,slug,name_with_type,path,path_with_type,code,parent_code
10788,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Tây Trà,xa,tay-tra,Xã Tây Trà,"Tây Trà, Quảng Ngãi","Xã Tây Trà, Tỉnh Quảng Ngãi",10788,36
11044,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Thanh Bồng,xa,thanh-bong,Xã Thanh Bồng,"Thanh Bồng, Quảng Ngãi","Xã Thanh Bồng, Tỉnh Quảng Ngãi",11044,36
11300,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sơn Hạ,xa,son-ha,Xã Sơn Hạ,"Sơn Hạ, Quảng Ngãi","Xã Sơn Hạ, Tỉnh Quảng Ngãi",11300,36
11556,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sơn Linh,xa,son-linh,Xã Sơn Linh,"Sơn Linh, Quảng Ngãi","Xã Sơn Linh, Tỉnh Quảng Ngãi",11556,36
11812,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sơn Hà,xa,son-ha,Xã Sơn Hà,"Sơn Hà, Quảng Ngãi","Xã Sơn Hà, Tỉnh Quảng Ngãi",11812,36
12068,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sơn Thủy,xa,son-thuy,Xã Sơn Thủy,"Sơn Thủy, Quảng Ngãi","Xã Sơn Thủy, Tỉnh Quảng Ngãi",12068,36
12324,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sơn Kỳ,xa,son-ky,Xã Sơn Kỳ,"Sơn Kỳ, Quảng Ngãi","Xã Sơn Kỳ, Tỉnh Quảng Ngãi",12324,36
12580,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sơn Tây,xa,son-tay,Xã Sơn Tây,"Sơn Tây, Quảng Ngãi","Xã Sơn Tây, Tỉnh Quảng Ngãi",12580,36
12836,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sơn Tây Thượng,xa,son-tay-thuong,Xã Sơn Tây Thượng,"Sơn Tây Thượng, Quảng Ngãi","Xã Sơn Tây Thượng, Tỉnh Quảng Ngãi",12836,36
13092,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sơn Tây Hạ,xa,son-tay-ha,Xã Sơn Tây Hạ,"Sơn Tây Hạ, Quảng Ngãi","Xã Sơn Tây Hạ, Tỉnh Quảng Ngãi",13092,36
13348,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Minh Long,xa,minh-long,Xã Minh Long,"Minh Long, Quảng Ngãi","Xã Minh Long, Tỉnh Quảng Ngãi",13348,36
13604,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sơn Mai,xa,son-mai,Xã Sơn Mai,"Sơn Mai, Quảng Ngãi","Xã Sơn Mai, Tỉnh Quảng Ngãi",13604,36
13860,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ba Vì,xa,ba-vi,Xã Ba Vì,"Ba Vì, Quảng Ngãi","Xã Ba Vì, Tỉnh Quảng Ngãi",13860,36
14116,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ba Tô,xa,ba-to,Xã Ba Tô,"Ba Tô, Quảng Ngãi","Xã Ba Tô, Tỉnh Quảng Ngãi",14116,36
14372,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ba Dinh,xa,ba-dinh,Xã Ba Dinh,"Ba Dinh, Quảng Ngãi","Xã Ba Dinh, Tỉnh Quảng Ngãi",14372,36
14628,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ba Tơ,xa,ba-to,Xã Ba Tơ,"Ba Tơ, Quảng Ngãi","Xã Ba Tơ, Tỉnh Quảng Ngãi",14628,36
14884,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ba Vinh,xa,ba-vinh,Xã Ba Vinh,"Ba Vinh, Quảng Ngãi","Xã Ba Vinh, Tỉnh Quảng Ngãi",14884,36
15140,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ba Động,xa,ba-dong,Xã Ba Động,"Ba Động, Quảng Ngãi","Xã Ba Động, Tỉnh Quảng Ngãi",15140,36
15396,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đặng Thùy Trâm,xa,dang-thuy-tram,Xã Đặng Thùy Trâm,"Đặng Thùy Trâm, Quảng Ngãi","Xã Đặng Thùy Trâm, Tỉnh Quảng Ngãi",15396,36
15652,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Bình Sơn,xa,binh-son,Xã Bình Sơn,"Bình Sơn, Quảng Ngãi","Xã Bình Sơn, Tỉnh Quảng Ngãi",15652,36
15908,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Kon Tum,phuong,kon-tum,Phường Kon Tum,"Kon Tum, Quảng Ngãi","Phường Kon Tum, Tỉnh Quảng Ngãi",15908,36
16164,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Cấm,phuong,dak-cam,Phường Đắk Cấm,"Đắk Cấm, Quảng Ngãi","Phường Đắk Cấm, Tỉnh Quảng Ngãi",16164,36
16420,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Bla,phuong,dak-bla,Phường Đắk Bla,"Đắk Bla, Quảng Ngãi","Phường Đắk Bla, Tỉnh Quảng Ngãi",16420,36
16676,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ngọk Bay,xa,ngok-bay,Xã Ngọk Bay,"Ngọk Bay, Quảng Ngãi","Xã Ngọk Bay, Tỉnh Quảng Ngãi",16676,36
16932,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ia Chim,xa,ia-chim,Xã Ia Chim,"Ia Chim, Quảng Ngãi","Xã Ia Chim, Tỉnh Quảng Ngãi",16932,36
17188,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Rơ Wa,xa,dak-ro-wa,Xã Đắk Rơ Wa,"Đắk Rơ Wa, Quảng Ngãi","Xã Đắk Rơ Wa, Tỉnh Quảng Ngãi",17188,36
17444,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk PXi,xa,dak-pxi,Xã Đắk PXi,"Đắk PXi, Quảng Ngãi","Xã Đắk PXi, Tỉnh Quảng Ngãi",17444,36
17700,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Mar,xa,dak-mar,Xã Đắk Mar,"Đắk Mar, Quảng Ngãi","Xã Đắk Mar, Tỉnh Quảng Ngãi",17700,36
17956,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Ui,xa,dak-ui,Xã Đắk Ui,"Đắk Ui, Quảng Ngãi","Xã Đắk Ui, Tỉnh Quảng Ngãi",17956,36
18212,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ngok Réo,xa,ngok-reo,Xã Ngok Réo,"Ngok Réo, Quảng Ngãi","Xã Ngok Réo, Tỉnh Quảng Ngãi",18212,36
18468,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Hà,xa,dak-ha,Xã Đắk Hà,"Đắk Hà, Quảng Ngãi","Xã Đắk Hà, Tỉnh Quảng Ngãi",18468,36
18724,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ngọk Tụ,xa,ngok-tu,Xã Ngọk Tụ,"Ngọk Tụ, Quảng Ngãi","Xã Ngọk Tụ, Tỉnh Quảng Ngãi",18724,36
18980,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Tô,xa,dak-to,Xã Đắk Tô,"Đắk Tô, Quảng Ngãi","Xã Đắk Tô, Tỉnh Quảng Ngãi",18980,36
19236,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Kon Đào,xa,kon-dao,Xã Kon Đào,"Kon Đào, Quảng Ngãi","Xã Kon Đào, Tỉnh Quảng Ngãi",19236,36
19492,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Sao,xa,dak-sao,Xã Đắk Sao,"Đắk Sao, Quảng Ngãi","Xã Đắk Sao, Tỉnh Quảng Ngãi",19492,36
19748,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Tờ Kan,xa,dak-to-kan,Xã Đắk Tờ Kan,"Đắk Tờ Kan, Quảng Ngãi","Xã Đắk Tờ Kan, Tỉnh Quảng Ngãi",19748,36
20004,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Tu Mơ Rông,xa,tu-mo-rong,Xã Tu Mơ Rông,"Tu Mơ Rông, Quảng Ngãi","Xã Tu Mơ Rông, Tỉnh Quảng Ngãi",20004,36
20260,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Măng Ri,xa,mang-ri,Xã Măng Ri,"Măng Ri, Quảng Ngãi","Xã Măng Ri, Tỉnh Quảng Ngãi",20260,36
20516,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Bờ Y,xa,bo-y,Xã Bờ Y,"Bờ Y, Quảng Ngãi","Xã Bờ Y, Tỉnh Quảng Ngãi",20516,36
20772,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sa Loong,xa,sa-loong,Xã Sa Loong,"Sa Loong, Quảng Ngãi","Xã Sa Loong, Tỉnh Quảng Ngãi",20772,36
21028,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Dục Nông,xa,duc-nong,Xã Dục Nông,"Dục Nông, Quảng Ngãi","Xã Dục Nông, Tỉnh Quảng Ngãi",21028,36
21284,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Xốp,xa,xop,Xã Xốp,"Xốp, Quảng Ngãi","Xã Xốp, Tỉnh Quảng Ngãi",21284,36
21540,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ngọc Linh,xa,ngoc-linh,Xã Ngọc Linh,"Ngọc Linh, Quảng Ngãi","Xã Ngọc Linh, Tỉnh Quảng Ngãi",21540,36
21796,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Blô,xa,dak-blo,Xã Đắk Blô,"Đắk Blô, Quảng Ngãi","Xã Đắk Blô, Tỉnh Quảng Ngãi",21796,36
22052,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Pék,xa,dak-pek,Xã Đắk Pék,"Đắk Pék, Quảng Ngãi","Xã Đắk Pék, Tỉnh Quảng Ngãi",22052,36
22308,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Môn,xa,dak-mon,Xã Đắk Môn,"Đắk Môn, Quảng Ngãi","Xã Đắk Môn, Tỉnh Quảng Ngãi",22308,36
22564,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sa Thầy,xa,sa-thay,Xã Sa Thầy,"Sa Thầy, Quảng Ngãi","Xã Sa Thầy, Tỉnh Quảng Ngãi",22564,36
22820,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sa Bình,xa,sa-binh,Xã Sa Bình,"Sa Bình, Quảng Ngãi","Xã Sa Bình, Tỉnh Quảng Ngãi",22820,36
23076,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ya Ly,xa,ya-ly,Xã Ya Ly,"Ya Ly, Quảng Ngãi","Xã Ya Ly, Tỉnh Quảng Ngãi",23076,36
23332,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Kôi,xa,dak-koi,Xã Đắk Kôi,"Đắk Kôi, Quảng Ngãi","Xã Đắk Kôi, Tỉnh Quảng Ngãi",23332,36
23588,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Kon Braih,xa,kon-braih,Xã Kon Braih,"Kon Braih, Quảng Ngãi","Xã Kon Braih, Tỉnh Quảng Ngãi",23588,36
23844,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Rve,xa,dak-rve,Xã Đắk Rve,"Đắk Rve, Quảng Ngãi","Xã Đắk Rve, Tỉnh Quảng Ngãi",23844,36
24100,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Măng Đen,xa,mang-den,Xã Măng Đen,"Măng Đen, Quảng Ngãi","Xã Măng Đen, Tỉnh Quảng Ngãi",24100,36
24356,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Măng Buk,xa,mang-buk,Xã Măng Buk,"Măng Buk, Quảng Ngãi","Xã Măng Buk, Tỉnh Quảng Ngãi",24356,36
24612,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Kon Plông,xa,kon-plong,Xã Kon Plông,"Kon Plông, Quảng Ngãi","Xã Kon Plông, Tỉnh Quảng Ngãi",24612,36
293,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Vàng Danh,phuong,vang-danh,Phường Vàng Danh,"Vàng Danh, Quảng Ninh","Phường Vàng Danh, Tỉnh Quảng Ninh",293,37
549,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Đường Hoa,xa,duong-hoa,Xã Đường Hoa,"Đường Hoa, Quảng Ninh","Xã Đường Hoa, Tỉnh Quảng Ninh",549,37
805,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hoành Bồ,phuong,hoanh-bo,Phường Hoành Bồ,"Hoành Bồ, Quảng Ninh","Phường Hoành Bồ, Tỉnh Quảng Ninh",805,37
1061,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Thống Nhất,xa,thong-nhat,Xã Thống Nhất,"Thống Nhất, Quảng Ninh","Xã Thống Nhất, Tỉnh Quảng Ninh",1061,37
1317,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Đông Ngũ,xa,dong-ngu,Xã Đông Ngũ,"Đông Ngũ, Quảng Ninh","Xã Đông Ngũ, Tỉnh Quảng Ninh",1317,37
1573,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hải Lạng,xa,hai-lang,Xã Hải Lạng,"Hải Lạng, Quảng Ninh","Xã Hải Lạng, Tỉnh Quảng Ninh",1573,37
1829,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hải Hòa,xa,hai-hoa,Xã Hải Hòa,"Hải Hòa, Quảng Ninh","Xã Hải Hòa, Tỉnh Quảng Ninh",1829,37
2085,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hà An,phuong,ha-an,Phường Hà An,"Hà An, Quảng Ninh","Phường Hà An, Tỉnh Quảng Ninh",2085,37
2341,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Liên Hòa,phuong,lien-hoa,Phường Liên Hòa,"Liên Hòa, Quảng Ninh","Phường Liên Hòa, Tỉnh Quảng Ninh",2341,37
2597,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Quang Hanh,phuong,quang-hanh,Phường Quang Hanh,"Quang Hanh, Quảng Ninh","Phường Quang Hanh, Tỉnh Quảng Ninh",2597,37
2853,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Tuần Châu,phuong,tuan-chau,Phường Tuần Châu,"Tuần Châu, Quảng Ninh","Phường Tuần Châu, Tỉnh Quảng Ninh",2853,37
3109,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hà Tu,phuong,ha-tu,Phường Hà Tu,"Hà Tu, Quảng Ninh","Phường Hà Tu, Tỉnh Quảng Ninh",3109,37
3365,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,An Sinh,phuong,an-sinh,Phường An Sinh,"An Sinh, Quảng Ninh","Phường An Sinh, Tỉnh Quảng Ninh",3365,37
3621,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Vĩnh Thực,xa,vinh-thuc,Xã Vĩnh Thực,"Vĩnh Thực, Quảng Ninh","Xã Vĩnh Thực, Tỉnh Quảng Ninh",3621,37
3877,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Quảng Hà,xa,quang-ha,Xã Quảng Hà,"Quảng Hà, Quảng Ninh","Xã Quảng Hà, Tỉnh Quảng Ninh",3877,37
4133,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Cái Chiên,xa,cai-chien,Xã Cái Chiên,"Cái Chiên, Quảng Ninh","Xã Cái Chiên, Tỉnh Quảng Ninh",4133,37
4389,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Điền Xá,xa,dien-xa,Xã Điền Xá,"Điền Xá, Quảng Ninh","Xã Điền Xá, Tỉnh Quảng Ninh",4389,37
4645,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Việt Hưng,phuong,viet-hung,Phường Việt Hưng,"Việt Hưng, Quảng Ninh","Phường Việt Hưng, Tỉnh Quảng Ninh",4645,37
4901,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Bình Khê,phuong,binh-khe,Phường Bình Khê,"Bình Khê, Quảng Ninh","Phường Bình Khê, Tỉnh Quảng Ninh",4901,37
5157,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Mạo Khê,phuong,mao-khe,Phường Mạo Khê,"Mạo Khê, Quảng Ninh","Phường Mạo Khê, Tỉnh Quảng Ninh",5157,37
5413,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hoàng Quế,phuong,hoang-que,Phường Hoàng Quế,"Hoàng Quế, Quảng Ninh","Phường Hoàng Quế, Tỉnh Quảng Ninh",5413,37
5669,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Yên Tử,phuong,yen-tu,Phường Yên Tử,"Yên Tử, Quảng Ninh","Phường Yên Tử, Tỉnh Quảng Ninh",5669,37
5925,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Đông Mai,phuong,dong-mai,Phường Đông Mai,"Đông Mai, Quảng Ninh","Phường Đông Mai, Tỉnh Quảng Ninh",5925,37
6181,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hiệp Hòa,phuong,hiep-hoa,Phường Hiệp Hòa,"Hiệp Hòa, Quảng Ninh","Phường Hiệp Hòa, Tỉnh Quảng Ninh",6181,37
6437,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Quảng Yên,phuong,quang-yen,Phường Quảng Yên,"Quảng Yên, Quảng Ninh","Phường Quảng Yên, Tỉnh Quảng Ninh",6437,37
6693,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Phong Cốc,phuong,phong-coc,Phường Phong Cốc,"Phong Cốc, Quảng Ninh","Phường Phong Cốc, Tỉnh Quảng Ninh",6693,37
6949,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Bãi Cháy,phuong,bai-chay,Phường Bãi Cháy,"Bãi Cháy, Quảng Ninh","Phường Bãi Cháy, Tỉnh Quảng Ninh",6949,37
7205,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hà Lầm,phuong,ha-lam,Phường Hà Lầm,"Hà Lầm, Quảng Ninh","Phường Hà Lầm, Tỉnh Quảng Ninh",7205,37
7461,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Cao Xanh,phuong,cao-xanh,Phường Cao Xanh,"Cao Xanh, Quảng Ninh","Phường Cao Xanh, Tỉnh Quảng Ninh",7461,37
7717,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hồng Gai,phuong,hong-gai,Phường Hồng Gai,"Hồng Gai, Quảng Ninh","Phường Hồng Gai, Tỉnh Quảng Ninh",7717,37
7973,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hạ Long,phuong,ha-long,Phường Hạ Long,"Hạ Long, Quảng Ninh","Phường Hạ Long, Tỉnh Quảng Ninh",7973,37
8229,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Quảng La,xa,quang-la,Xã Quảng La,"Quảng La, Quảng Ninh","Xã Quảng La, Tỉnh Quảng Ninh",8229,37
8485,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Mông Dương,phuong,mong-duong,Phường Mông Dương,"Mông Dương, Quảng Ninh","Phường Mông Dương, Tỉnh Quảng Ninh",8485,37
8741,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Cẩm Phả,phuong,cam-pha,Phường Cẩm Phả,"Cẩm Phả, Quảng Ninh","Phường Cẩm Phả, Tỉnh Quảng Ninh",8741,37
8997,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Cửa Ông,phuong,cua-ong,Phường Cửa Ông,"Cửa Ông, Quảng Ninh","Phường Cửa Ông, Tỉnh Quảng Ninh",8997,37
9253,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Lương Minh,xa,luong-minh,Xã Lương Minh,"Lương Minh, Quảng Ninh","Xã Lương Minh, Tỉnh Quảng Ninh",9253,37
9509,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Kỳ Thượng,xa,ky-thuong,Xã Kỳ Thượng,"Kỳ Thượng, Quảng Ninh","Xã Kỳ Thượng, Tỉnh Quảng Ninh",9509,37
9765,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Quảng Tân,xa,quang-tan,Xã Quảng Tân,"Quảng Tân, Quảng Ninh","Xã Quảng Tân, Tỉnh Quảng Ninh",9765,37
10021,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Quảng Đức,xa,quang-duc,Xã Quảng Đức,"Quảng Đức, Quảng Ninh","Xã Quảng Đức, Tỉnh Quảng Ninh",10021,37
10277,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hoành Mô,xa,hoanh-mo,Xã Hoành Mô,"Hoành Mô, Quảng Ninh","Xã Hoành Mô, Tỉnh Quảng Ninh",10277,37
10533,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Lục Hồn,xa,luc-hon,Xã Lục Hồn,"Lục Hồn, Quảng Ninh","Xã Lục Hồn, Tỉnh Quảng Ninh",10533,37
10789,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hải Sơn,xa,hai-son,Xã Hải Sơn,"Hải Sơn, Quảng Ninh","Xã Hải Sơn, Tỉnh Quảng Ninh",10789,37
11045,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Hải Ninh,xa,hai-ninh,Xã Hải Ninh,"Hải Ninh, Quảng Ninh","Xã Hải Ninh, Tỉnh Quảng Ninh",11045,37
11301,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Móng Cái 1,phuong,mong-cai-1,Phường Móng Cái 1,"Móng Cái 1, Quảng Ninh","Phường Móng Cái 1, Tỉnh Quảng Ninh",11301,37
11557,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Móng Cái 2,phuong,mong-cai-2,Phường Móng Cái 2,"Móng Cái 2, Quảng Ninh","Phường Móng Cái 2, Tỉnh Quảng Ninh",11557,37
11813,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Móng Cái 3,phuong,mong-cai-3,Phường Móng Cái 3,"Móng Cái 3, Quảng Ninh","Phường Móng Cái 3, Tỉnh Quảng Ninh",11813,37
12069,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Đầm Hà,xa,dam-ha,Xã Đầm Hà,"Đầm Hà, Quảng Ninh","Xã Đầm Hà, Tỉnh Quảng Ninh",12069,37
12325,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Đặc Khu Vân Đồn,xa,dac-khu-van-don,Xã Đặc Khu Vân Đồn,"Đặc Khu Vân Đồn, Quảng Ninh","Xã Đặc Khu Vân Đồn, Tỉnh Quảng Ninh",12325,37
12581,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Đặc Khu Cô Tô,xa,dac-khu-co-to,Xã Đặc Khu Cô Tô,"Đặc Khu Cô Tô, Quảng Ninh","Xã Đặc Khu Cô Tô, Tỉnh Quảng Ninh",12581,37
12837,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Đông Triều,phuong,dong-trieu,Phường Đông Triều,"Đông Triều, Quảng Ninh","Phường Đông Triều, Tỉnh Quảng Ninh",12837,37
13093,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Uông Bí,phuong,uong-bi,Phường Uông Bí,"Uông Bí, Quảng Ninh","Phường Uông Bí, Tỉnh Quảng Ninh",13093,37
13349,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Tiên Yên,xa,tien-yen,Xã Tiên Yên,"Tiên Yên, Quảng Ninh","Xã Tiên Yên, Tỉnh Quảng Ninh",13349,37
13605,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Ba Chẽ,xa,ba-che,Xã Ba Chẽ,"Ba Chẽ, Quảng Ninh","Xã Ba Chẽ, Tỉnh Quảng Ninh",13605,37
13861,Quảng Ninh,quang-ninh,tinh,Tỉnh Quảng Ninh,Bình Liêu,xa,binh-lieu,Xã Bình Liêu,"Bình Liêu, Quảng Ninh","Xã Bình Liêu, Tỉnh Quảng Ninh",13861,37
294,Quảng Trị,quang-tri,tinh,Tỉnh Quảng Trị,Phú Trạch,xa,phu-trach,Xã Phú Trạch,"Phú Trạch, Quảng Trị","Xã Phú Trạch, Tỉnh Quảng Trị",294,38
550,Quảng Trị,quang-tri,tinh,Tỉnh Quảng Trị,Đặc Khu Cồn Cỏ,xa,dac-khu-con-co,Xã Đặc Khu Cồn Cỏ,"Đặc Khu Cồn Cỏ, Quảng Trị","Xã Đặc Khu Cồn Cỏ, Tỉnh Quảng Trị",550,38
806,Quảng Trị,quang-tri,tinh,Tỉnh Quảng Trị,Tân Thành,xa,tan-thanh,Xã Tân Thành,"Tân Thành, Quảng Trị","Xã Tân Thành, Tỉnh Quảng Trị",806,38
1062,Quảng Trị,quang-tri,tinh,Tỉnh Quảng Trị,Đồng Hới,phuong,dong-hoi,Phường Đồng Hới,"Đồng Hới, Quảng Trị","Phường Đồng Hới, Tỉnh Quảng Trị",1062,38
1318,Quảng Trị,quang-tri,tinh,Tỉnh Quảng Trị,Đồng Thuận,phuong,dong-thuan,Phường Đồng Thuận,"Đồng Thuận, Quảng Trị","Phường Đồng Thuận, Tỉnh Quảng Trị",1318,38
1574,Quảng Trị,quang-tri,tinh,Tỉnh Quảng Trị,Đồng Sơn,phuong,dong-son,Phường Đồng Sơn,"Đồng Sơn, Quảng Trị","Phường Đồng Sơn, Tỉnh Quảng Trị",1574,38
1830,Quảng Trị,quang-tri,tinh,Tỉnh Quảng Trị,Ba Đồn,phuong,ba-don,Phường Ba Đồn,"Ba Đồn, Quảng Trị","Phường Ba Đồn, Tỉnh Quảng Trị",1830,38
2086,Quảng Trị,quang-tri,tinh,Tỉnh Quảng Trị,Bắc Gianh,phuong,bac-gianh,Phường Bắc Gianh,"Bắc Gianh, Quảng Trị","Phường Bắc Gianh, Tỉnh Quảng Trị",2086,38
